gene_id,pathway_count,similarity_score
4193,2,0.14285714285714285
329,2,0.09523809523809523
330,2,0.09523809523809523
331,2,0.10526315789473684
8940,2,0.2857142857142857
641,2,0.2857142857142857
6117,2,0.2
6118,2,0.2
6119,2,0.2
5888,2,0.2222222222222222
146956,2,0.2857142857142857
5889,2,0.2857142857142857
675,2,0.3333333333333333
79728,2,0.2857142857142857
83990,2,0.2857142857142857
80198,2,0.2857142857142857
472,2,0.16666666666666666
55120,2,0.2857142857142857
5429,2,0.2857142857142857
